Agency Name,City,State,Program Started,Cameras Deployed,Program Status,Total Officers,Patrol Officers,# Cameras Purchased,# Cameras Deployed,Policy Link,Camera Supplier,Footage subject to open records law?,Notes on disclosure,Contract link,Cost,Notes on Cost,Related Link 1,Related Link 2,Related Link 3,Source,Entered By,Notes,
Achille Police Department,Achille,OK,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Elk City Police Department,Elk City,OK,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Oklahoma County Sheriff's Office,Oklahoma City,OK,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Oklahoma City Police Department,Oklahoma City,OK,9/1/2015,1/1/2016,PILOT,,,100,100,,WatchGuard Video,,,,"$400,000","Cost estimate for first year, including $170,000 for data storage and camera purchase, and salary for six new employees to oversee program.",http://newsok.com/article/5473994,http://newsok.com/article/5474261,,News reports,Rachel Alexander,,
LA GRANDE POLICE DEPT,LaGrande,OR,,,,,,,,,,,,,,,,,,BJS,,,
Oregon State Police,Salem,OR,,,,,,,,,,,,,,,,,,BJS,,,
PRINEVILLE POLICE DEPT,Prineville,OR,,,,,,,,,,,,,,,,,,BJS,,,
SEASIDE POLICE DEPT,Seaside,OR,,,,,,,,,,,,,,,,,,BJS,,,
TIGARD POLICE DEPT,Tigard,OR,,,,,,,,,,,,,,,,,,BJS,,,
VERNONIA POLICE DEPT,Vernonia,OR,,,,,,,,,,,,,,,,,,BJS,,,
WARRENTON POLICE DEPT,Warrenton,OR,,,,,,,,,,,,,,,,,,BJS,,,
Beaverton Police Department,Beaverton,OR,2016,,PROPOSED,,,100 purchased,,,,,,,,,http://koin.com/2016/01/19/beaverton-pd-gets-150k-grant-for-body-cams/,,,News reports,Rachel Alexander,,
Portland Police Department,Portland,OR,,,PROPOSED,,,,,,,,,,,"Police Bureau set aside $834,619 to buy about 600 cameras, but has requested $1 million in funding to cover data storage and program management costs.",http://www.oregonlive.com/portland/index.ssf/2016/03/city_budget_office_suggests_po.html,,,News reports,Rachel Alexander,Program is currently stalled over budgetary issues.,
Eugene Police Department,Eugene,OR,,,,,,,,,,,,,,,http://www.oregonlive.com/portland/index.ssf/2016/03/city_budget_office_suggests_po.html,,,News reports,Rachel Alexander,Received federal grant funding for program in 2015.,
Beaverton Police Department,Beaverton,OR,,,,,,,,,,,,,,,http://www.oregonlive.com/portland/index.ssf/2016/03/city_budget_office_suggests_po.html,,,News reports,Rachel Alexander,Received federal grant funding for program in 2015.,
BRADFORD TWP POLICE DEPT,Bradford,PA,,,,,,,,,,,,,,,,,,BJS,,,
CHAMBERSBURG POLICE DEPT,Chambersburg,PA,,,,,,,,,,,,,,,,,,BJS,,,
HAVERFORD TWP POLICE DEPT,Havertown,PA,,,,,,,,,,,,,,,,,,BJS,,,
LOWER SOUTHAMPTON TWP POLICE DEPT,Feasterville,PA,,,,,,,,,,,,,,,,,,BJS,,,
NEWBERRY TWP POLICE DEPT,Etters,PA,,,,,,,,,,,,,,,,,,BJS,,,
Pennsylvania State Police,Harrisburg,PA,,,,,,,,,,,,,,,,,,BJS,,,
PITTSBURGH BUREAU OF POLICE,Pittsburgh,PA,,,,,,,,,,,,,,,,,,BJS,,,
PLYMOUTH TWP (MONTGOMERY CO.) POLICE DEPT,Plymouth Meeting,PA,,,,,,,,,,,,,,,,,,BJS,,,
SOUTH FAYETTE TWP POLICE DEPT,Morgan,PA,,,,,,,,,,,,,,,,,,BJS,,,
SPRING CITY POLICE DEPT,Spring City,PA,,,,,,,,,,,,,,,,,,BJS,,,
ST. CLAIR BOROUGH POLICE DEPT,Saint Clair,PA,,,,,,,,,,,,,,,,,,BJS,,,
Bucks County Sheriff's Office,Doylestown,PA,1/1/2016,,PROPOSED,,,,,,,,,,,,http://www.buckscountycouriertimes.com/news/local/body-cameras-coming-to-several-bucks-county-police-departments-sheriff/article_23df1ca4-c5f8-11e5-a082-8fe0bb2c44f7.html,,,News reports,Rachel Alexander,Article mentions other PDs in the county will also get cameras.,
Northampton Police Department,Northampton,PA,2/1/2016,,PROPOSED,,,,,,,,,,,,http://www.buckscountycouriertimes.com/news/local/northampton-supervisors-approve-police-body-camera-ordinance/article_36b75940-dbdd-11e5-8b19-ab802ae33b7c.html,,,News reports,Rachel Alexander,,
Southeastern Pennsylvania Transportation Authority,Philadelphia,PA,2015,,,,,,,,,,,,,,http://thetriangle.org/news/drexel-professor-evaluates-septa-body-camera-project/,,,News reports,Rachel Alexander,Program will be studied by Drexel University.,
Gettysburg Borough Police Department,Gettysburg,PA,,,ON HOLD,,,,,,,,,,,,http://www.eveningsun.com/story/news/2016/02/24/gettysburg-puts-police-body-cams-hold/80771432/,,,News reports,Rachel Alexander,,
York City Police Department,York,PA,,,PILOT,,,,,,Digital Ally Inc.,,,,"$100,000",Grant funding from Wellspan Health,http://www.cbs8.com/story/31345872/carlsbad-pd-begins-body-camera-trial,,,News reports,Rachel Alexander,,
Philadelphia Police Department,Philadelphia,PA,,,PROPOSED,,,,,,,,,,"$705,361","Contract to pay for body cameras, upgrades and storage.",http://www.newsworks.org/index.php/local/philadelphia/91734-without-bidding-taser-gets-contract-for-phillys-next-phase-in-police-body-camera-effort,,,News reports,Rachel Alexander,,
ALLENDALE POLICE DEPT,Allendale,SC,,,,,,,,,,,,,,,,,,BJS,,,
ANDERSON POLICE DEPT,Anderson,SC,,,ACTIVE,,,,,http://media.jrn.com/documents/Anderson-body-cameras.pdf,,,,,,,http://www.independentmail.com/news/quarter-of-sc-law-enforcement-agencies-miss-body-camera-deadline-2d8c16c2-ee83-57c4-e053-0100007fec9-371404241.html,,,BJS,,,
BARNWELL POLICE DEPT,Barnwell,SC,,,,,,,,,,,,,,,,,,BJS,,,
CHESTER POLICE DEPT,Chester,SC,,,,,,,,,,,,,,,,,,BJS,,,
DORCHESTER COUNTY SHERIFFS OFFICE,Summerville,SC,,,,,,,,,,,,,,,,,,BJS,,,
DUE WEST POLICE DEPT,Due West,SC,,,,,,,,,,,,,,,,,,BJS,,,
FOUNTAIN INN POLICE DEPT,Fountain Inn,SC,,,,,,,,,,,,,,,,,,BJS,,,
GREENVILLE POLICE DEPT,Greenville,SC,,,,,,,,,,,,,,,,,,BJS,,,
GREENWOOD POLICE DEPT,Greenwood,SC,,,,,,,,,,,,,,,,,,BJS,,,
GREER POLICE DEPT,Greer,SC,,,,,,,,,,,,,,,,,,BJS,,,
HANAHAN POLICE DEPT,Hanahan,SC,,,,,,,,,,,,,,,,,,BJS,,,
HARTSVILLE POLICE DEPT,Hartsville,SC,,,,,,,,,,,,,,,,,,BJS,,,
LAURENS COUNTY SHERIFFS OFFICE,Laurens,SC,,,,,,,,,,,,,,,,,,BJS,,,
LEXINGTON POLICE DEPT,Lexington,SC,,,,,,,,,,,,,,,,,,BJS,,,
NORTH MYRTLE BEACH DPS,North Myrtle Beach,SC,,,,,,,,,,,,,,,,,,BJS,,,
PICKENS POLICE DEPT,Pickens,SC,,,,,,,,,,,,,,,,,,BJS,,,
Whitmire Police Department,Whitmire,SC,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Easley Police Department,Easley,SC,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
McColl Police Department,McColl,SC,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Pageland Police Department,Pageland,SC,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
North Augusta Department of Public Safety,North Augusta,SC,,,ACTIVE,,,,,,,,,,,,http://www.aikenstandard.com/article/20160308/AIK0101/160309387,,,News reports,Rachel Alexander,,
Aiken Department of Public Safety,Aiken,SC,,,PROPOSED,,,,,,,,,,,,http://www.aikenstandard.com/article/20160308/AIK0101/160309387,,,News reports,Rachel Alexander,,
Aiken County Sheriff’s Office,Aiken,SC,,,PILOT,,,,,,,,,,,,http://www.aikenstandard.com/article/20160308/AIK0101/160309387,,,News reports,Rachel Alexander,,
Oconee County Sheriff's Office,Walhalla,SC,,,ACTIVE,,,,,http://media.jrn.com/documents/Oconee-body-cameras.pdf,,,,,,,http://www.independentmail.com/news/quarter-of-sc-law-enforcement-agencies-miss-body-camera-deadline-2d8c16c2-ee83-57c4-e053-0100007fec9-371404241.html,,,News reports,Rachel Alexander,,
Orangeburg Department of Public Safety,Orangeburg,SC,,3/1/2016,ACTIVE,,,77,,,,,,,,,http://thetandd.com/news/local/city-police-begin-using-body-cameras/article_fbd535e0-05b7-5ff9-9439-458d0d392d81.html,,,News reports,Rachel Alexander,,
BUTTE COUNTY SHERIFFS OFFICE,Belle Fourche,SD,,,,,,,,,,,,,,,,,,BJS,,,
HAND COUNTY SHERIFFS OFFICE,Miller,SD,,,,,,,,,,,,,,,,,,BJS,,,
OGLALA SIOUX TRIBAL DPS,Pine Ridge,SD,,,,,,,,,,,,,,,,,,BJS,,,
SANBORN COUNTY SHERIFFS OFFICE,Woonsocket,SD,,,,,,,,,,,,,,,,,,BJS,,,
Deadwood Police Department,Deadwood,SD,1/1/2016,,PROPOSED,,,16,,,,,,,"$21,336","Includes 16 cameras, other accessories. Used Equitable Sharing funds.",http://www.bhpioneer.com/deadwood/article_a663a050-c125-11e5-b2ce-3f5ca918e3e1.html,,,News reports,Rachel Alexander,,
ALGOOD POLICE DEPT,Algood,TN,,,,,,,,,,,,,,,,,,BJS,,,
ATHENS POLICE DEPT,Athens,TN,,,,,,,,,,,,,,,,,,BJS,,,
BARTLETT POLICE DEPT,Bartlett,TN,,,,,,,,,,,,,,,,,,BJS,,,
BLOUNT COUNTY SHERIFFS OFFICE,Maryville,TN,,,,,,,,,,,,,,,,,,BJS,,,
CHARLESTON POLICE DEPT,Charleston,TN,,,,,,,,,,,,,,,,,,BJS,,,
COVINGTON POLICE DEPT,Covington,TN,,,,,,,,,,,,,,,,,,BJS,,,
DICKSON COUNTY SHERIFFS DEPT,Charlotte,TN,,,,,,,,,,,,,,,,,,BJS,,,
DICKSON POLICE DEPT,Dickson,TN,,,,,,,,,,,,,,,,,,BJS,,,
DRESDEN POLICE DEPT,Dresden,TN,,,,,,,,,,,,,,,,,,BJS,,,
DYER POLICE DEPT,Dyer,TN,,,,,,,,,,,,,,,,,,BJS,,,
GALLATIN POLICE DEPT,Gallatin,TN,,,,,,,,,,,,,,,,,,BJS,,,
GRAINGER COUNTY SHERIFFS DEPT,Rutledge,TN,,,,,,,,,,,,,,,,,,BJS,,,
GREENE COUNTY SHERIFFS DEPT,Greeneville,TN,,,,,,,,,,,,,,,,,,BJS,,,
HAYWOOD COUNTY SHERIFFS DEPT,Brownsville,TN,,,,,,,,,,,,,,,,,,BJS,,,
HENDERSON COUNTY SHERIFFS DEPT,Lexington,TN,,,,,,,,,,,,,,,,,,BJS,,,
HOHENWALD POLICE DEPT,Hohenwald,TN,,,,,,,,,,,,,,,,,,BJS,,,
JOHNSON CITY POLICE DEPT,Johnson City,TN,,,,,,,,,,,,,,,,,,BJS,,,
MARSHALL COUNTY SHERIFFS DEPT,Lewisburg,TN,,,,,,,,,,,,,,,,,,BJS,,,
MONTGOMERY COUNTY SHERIFFS DEPT,Clarksville,TN,,,,,,,,,,,,,,,,,,BJS,,,
NASHVILLE METRO POLICE DEPT,Nashville,TN,,,,,,,,,,,,,,,,,,BJS,,,
NEW TAZEWELL POLICE DEPT,New Tazewell,TN,,,,,,,,,,,,,,,,,,BJS,,,
SEVIER COUNTY SHERIFFS DEPT,Sevierville,TN,,,,,,,,,,,,,,,,,,BJS,,,
SOUTH FULTON POLICE DEPT,South Fulton,TN,,,,,,,,,,,,,,,,,,BJS,,,
SULLIVAN COUNTY SHERIFFS DEPT,Blountville,TN,,,,,,,,,,,,,,,,,,BJS,,,
TIPTON COUNTY SHERIFFS DEPT,Covington,TN,,,,,,,,,,,,,,,,,,BJS,,,
WHITE COUNTY SHERIFFS DEPT,Sparta,TN,,,,,,,,,,,,,,,,,,BJS,,,
Memphis Police Department,Memphis,TN,,9/1/2015,ON HOLD,2142,,~2000,3,Memphis,,,,,,,http://www.govtech.com/public-safety/Memphis-Police-Body-Cams-Suspended-Indefinitely.html,http://www.memphisflyer.com/NewsBlog/archives/2015/09/23/memphis-police-get-body-cameras,http://www.newschannel5.com/news/state/tennessee/memphis-city-council-approves-2m-for-police-cam-expenses,Campaign Zero,Rachel Alexander,,
Baneberry Police Department,Baneberry,TN,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
ABILENE POLICE DEPT,Abilene,TX,,,PROPOSED,,,124,,,,,Chief says they aren't planning to release footage.,,,"Received $100,000 grant from state to help with purchase.",http://www.ktxs.com/news/abilene-police-chief-details-uses-for-body-camera-video/38563654,,,News reports,Rachel Alexander,124 camera purchase is proposed. Chief said cameras should be worn by end of 2016.,
ALLEN POLICE DEPT,Allen,TX,1/1/2016,Planning August 2016,PROPOSED,,,84,,,,,,,"$52,395",Estimated cost for 84 cameras.,http://starlocalmedia.com/allenamerican/news/allen-pd-officers-to-wear-body-cameras/article_c04492cc-dcd2-11e5-8a19-0386c9281bd7.html,,,BJS,,,
AMARILLO POLICE DEPT,Amarillo,TX,,,,,,,,,,,,,,,,,,BJS,,,
ANGELINA COUNTY SHERIFFS DEPT,Lufkin,TX,,,,,,,,,,,,,,,,,,BJS,,,
ARCHER COUNTY SHERIFFS OFFICE,Archer City,TX,,,,,,,,,,,,,,,,,,BJS,,,
AUSTIN COUNTY SHERIFFS DEPT,Bellville,TX,,,,,,,,,,,,,,,,,,BJS,,,
BASTROP POLICE DEPT,Bastrop,TX,3/1/2016,,,,,25,,,,,,,"$40,000","For initial purchase of 25 cameras. $10,000 state grant, $30,000 from red light cameras.",http://www.kvue.com/news/local/bastrop-police-officers-are-getting-body-cameras/68490743,,,BJS,,,
BEEVILLE POLICE DEPT,Beeville,TX,,,,,,,,,,,,,,,,,,BJS,,,
BELL COUNTY SHERIFFS DEPT,Belton,TX,,,,,,,,,,,,,,,,,,BJS,,,
BEXAR COUNTY SHERIFFS OFFICE,San Antonio,TX,,,,,,,,,,,,,,,,,,BJS,,,
BORGER POLICE DEPT,Borger,TX,,,,,,,,,,,,,,,,,,BJS,,,
BROWNFIELD POLICE DEPT,Brownfield,TX,,,,,,,,,,,,,,,,,,BJS,,,
BRYAN POLICE DEPT,Bryan,TX,,,,,,,,,,,,,,,,,,BJS,,,
CANYON POLICE DEPT,Canyon,TX,,,,,,,,,,,,,,,,,,BJS,,,
CARROLLTON POLICE DEPT,Carrollton,TX,,,,,,,,,,,,,,,,,,BJS,,,
CHEROKEE COUNTY SHERIFFS DEPT,Rusk,TX,,,,,,,,,,,,,,,,,,BJS,,,
CLEBURNE POLICE DEPT,Cleburne,TX,,,,,,,,,,,,,,,,,,BJS,,,
COCHRAN COUNTY SHERIFFS DEPT,Morton,TX,,,,,,,,,,,,,,,,,,BJS,,,
CONROE POLICE DEPT,Conroe,TX,,,,,,,,,,,,,,,,,,BJS,,,
CRANE COUNTY SHERIFFS DEPT,Crane,TX,,,,,,,,,,,,,,,,,,BJS,,,
DALLAS COUNTY SHERIFFS DEPT,Dallas,TX,,,,,,,,,,,,,,,,,,BJS,,,
DESOTO POLICE DEPT,DeSoto,TX,,,,,,,,,,,,,,,,,,BJS,,,
DILLEY POLICE DEPT,Dilley,TX,,,,,,,,,,,,,,,,,,BJS,,,
EASTLAND POLICE DEPT,Eastland,TX,,,,,,,,,,,,,,,,,,BJS,,,
EL PASO POLICE DEPT,El Paso,TX,,,,,,,,,,,,,,,,,,BJS,,,
ELLIS COUNTY SHERIFFS OFFICE,Waxahachie,TX,,,,,,,,,,,,,,,,,,BJS,,,
FALLS COUNTY SHERIFFS DEPT,Marlin,TX,,,,,,,,,,,,,,,,,,BJS,,,
FAYETTE COUNTY SHERIFFS OFFICE,La Grange,TX,,,,,,,,,,,,,,,,,,BJS,,,
FLOYDADA POLICE DEPT,Floydada,TX,,,,,,,,,,,,,,,,,,BJS,,,
FORNEY POLICE DEPT,Forney,TX,,,,,,,,,,,,,,,,,,BJS,,,
FREER POLICE DEPT,Freer,TX,,,,,,,,,,,,,,,,,,BJS,,,
FRISCO POLICE DEPT,Frisco,TX,,,,,,,,,,,,,,,,,,BJS,,,
GALVESTON POLICE DEPT,Galveston,TX,,,,,,,,,,,,,,,,,,BJS,,,
GILLESPIE COUNTY SHERIFFS DEPT,Fredericksburg,TX,,,,,,,,,,,,,,,,,,BJS,,,
GREENVILLE POLICE DEPT,Greenville,TX,,,,,,,,,,,,,,,,,,BJS,,,
HARLINGEN POLICE DEPT,Harlingen,TX,,,,,,,,,,,,,,,,,,BJS,,,
HITCHCOCK POLICE DEPT,Hitchcock,TX,,,,,,,,,,,,,,,,,,BJS,,,
HOUSTON POLICE DEPT,Houston,TX,,,ON HOLD,,,,,,,,,,,,http://www.click2houston.com/news/community-leaders-ask-mayor-turner-for-new-body-camera-program-for-hpd,,,BJS,,"Did a pilot program in 2015, but don't appear to be active right now.",
KILLEEN POLICE DEPT,Killeen,TX,,,,,,,,,,,,,,,,,,BJS,,,
LA SALLE COUNTY SHERIFFS OFFICE,Cotulla,TX,,,,,,,,,,,,,,,,,,BJS,,,
LAGUNA VISTA POLICE DEPT,Laguna Vista,TX,,,ACTIVE,,,,,,,,,,,,http://www.valleymorningstar.com/news/local_news/article_10211796-ca24-11e5-b004-c3702e4231ba.html,,,BJS,,,
LANCASTER POLICE DEPT,Lancaster,TX,,,,,,,,,,,,,,,,,,BJS,,,
LIBERTY POLICE DEPT,Liberty,TX,,,,,,,,,,,,,,,,,,BJS,,,
MABANK POLICE DEPT,Mabank,TX,,,,,,,,,,,,,,,,,,BJS,,,
MANSFIELD POLICE DEPT,Mansfield,TX,,,,,,,,,,,,,,,,,,BJS,,,
MATAGORDA COUNTY SHERIFFS OFFICE,Bay City,TX,,,,,,,,,,,,,,,,,,BJS,,,
MCGREGOR POLICE DEPT,McGregor,TX,,,,,,,,,,,,,,,,,,BJS,,,
MCKINNEY POLICE DEPT,McKinney,TX,,,,,,,,,,,,,,,,,,BJS,,,
NORTH RICHLAND HILLS POLICE DEPT,North Richland Hills,TX,,,,,,,,,,,,,,,,,,BJS,,,
OLNEY POLICE DEPT,Olney,TX,,,PROPOSED,,,,,,,,,,,,,,,BJS,,Seeking donation to buy cameras.,
OMAHA POLICE DEPT,Omaha,TX,,,,,,,,,,,,,,,,,,BJS,,,
ORANGE POLICE DEPT,Orange,TX,,,,,,,,,,,,,,,,,,BJS,,,
OVILLA POLICE DEPT,Ovilla,TX,,,,,,,,,,,,,,,,,,BJS,,,
PARKER POLICE DEPT,Parker,TX,,,,,,,,,,,,,,,,,,BJS,,,
PILOT POINT POLICE DEPT,Pilot Point,TX,,,,,,,,,,,,,,,,,,BJS,,,
PLANO POLICE DEPT,Plano,TX,,,,,,,,,,,,,,,,,,BJS,,,
PORT ARTHUR POLICE DEPT,Port Arthur,TX,,,,,,,,,,,,,,,,,,BJS,,,
REAGAN COUNTY SHERIFFS DEPT,Big Lake,TX,,,,,,,,,,,,,,,,,,BJS,,,
ROBSTOWN POLICE DEPT,Robstown,TX,,,,,,,,,,,,,,,,,,BJS,,,
ROWLETT POLICE DEPT,Rowlett,TX,,,,,,,,,,,,,,,,,,BJS,,,
RUSK COUNTY SHERIFFS OFFICE,Henderson,TX,,,,,,,,,,,,,,,,,,BJS,,,
SCHLEICHER COUNTY SHERIFFS DEPT,Eldorado,TX,,,,,,,,,,,,,,,,,,BJS,,,
SEABROOK POLICE DEPT,Seabrook,TX,,,,,,,,,,,,,,,,,,BJS,,,
SPRINGTOWN POLICE DEPT,Springtown,TX,,,,,,,,,,,,,,,,,,BJS,,,
STAFFORD POLICE DEPT,Stafford,TX,,,,,,,,,,,,,,,,,,BJS,,,
STAMFORD POLICE DEPT,Stamford,TX,,,,,,,,,,,,,,,,,,BJS,,,
STARR COUNTY SHERIFFS DEPT,Rio Grande City,TX,,,,,,,,,,,,,,,,,,BJS,,,
TEMPLE POLICE DEPT,Temple,TX,,,,,,,,,,,,,,,,,,BJS,,,
Texas Department of Public Safety,Austin,TX,,,,,,,,,,,,,,,,,,BJS,,,
THRALL POLICE DEPT,Thrall,TX,,,,,,,,,,,,,,,,,,BJS,,,
TIKI ISLAND POLICE DEPT,Tiki Island,TX,,,,,,,,,,,,,,,,,,BJS,,,
TRAVIS COUNTY SHERIFFS OFFICE,Austin,TX,,,,,,,,,,,,,,,,,,BJS,,,
TROPHY CLUB POLICE DEPT,Trophy Club,TX,,,,,,,,,,,,,,,,,,BJS,,,
TYLER POLICE DEPT,Tyler,TX,,,,,,,,,,,,,,,,,,BJS,,,
WEBB COUNTY SHERIFFS DEPT,Laredo,TX,,,,,,,,,,,,,,,,,,BJS,,,
WEST TAWAKONI POLICE DEPT,West Tawakoni,TX,,,,,,,,,,,,,,,,,,BJS,,,
WESTOVER HILLS POLICE DEPT,Fort Worth,TX,,,,,,,,,,,,,,,,,,BJS,,,
Fort Worth Police Department,Fort Worth,TX,,,ACTIVE,,,600,,Fort Worth,,,,,,,,,,Campaign Zero,Rachel Alexander,,
Austin Police Department,Austin,TX,,,,,,20,,Austin,Taser International,,,,,,http://www.statesman.com/news/news/local/austin-police-begin-body-camera-pilot-program/nqhqy/,,,Campaign Zero,Rachel Alexander,,
Dallas Police Department,Dallas,TX,,8/1/2015,ACTIVE,,,400,200,Dallas,Taser International,,,,$3.7 million,For initial 400 cameras,http://www.dallasnews.com/news/crime/headlines/20150831-dallas-police-begin-rollout-of-body-camera-program-today.ece,http://www.dallasnews.com/news/crime/headlines/20160103-can-body-camera-boost-public-trust-in-police-study-hopes-to-find-out.ece,http://www.nbcdfw.com/news/local/Dallas-Police-Request-600-More-Body-Cams-Immediately-373191731.html,News reports,Rachel Alexander,Unclear when rollout began - Dallas Morning News stories seem to conflict. Police leadership requested faster purchase of cameras March 2016.,
Wharton Police Department,Wharton,TX,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Milford  Police Department,Milford,TX,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Abernathy Police Department,Abernathy,TX,,,PROPOSED,,,,,,,,,,,,,,,http://www.bodycameradonations.com/agencies/,Rachel Alexander,Seeking donations to fund program,
Southlake Police Department,Southlake,TX,,1/1/2016,ACTIVE,,,20,,,Watch Guard,,,,"$194,000",Includes 20 body cameras and 26 dashboard cameras,http://www.star-telegram.com/news/local/community/courier-journal/article56931008.html,,,News reports,Rachel Alexander,,
Grayson College Police Department,Denison,TX,,2/1/2016,ACTIVE,,,3,,,Watch Guard,,,,"$3,900",,http://heralddemocrat.com/news/police-reports/grayson-college-police-now-equipped-body-cameras,,,News reports,Rachel Alexander,,
San Antonio Police Department,San Antonio,TX,,2/1/2016,ACTIVE,,,,,,Taser International,,,,"$1,500 per camera",,http://www.expressnews.com/news/local/article/San-Antonio-police-to-roll-out-body-cameras-next-6836802.php,,,News reports,Rachel Alexander,,
Grayson County Sheriff's Office,Denison,TX,10/1/2015,,,,,30,,,Taser International,,,,"$12,125",,http://heralddemocrat.com/news/police-reports/grayson-college-police-now-equipped-body-cameras,,,News reports,Rachel Alexander,,
Bastrop County Sheriff's Office,Bastrop,TX,,,,,,,,,Panasonic,,,,"$65,625","Estimated initial costs, including cameras, storage and equipment. $52,500 from governor's office grant. Department's share from forfeiture funds.",http://www.statesman.com/news/news/local/bastrop-police-sheriffs-office-to-roll-out-body-ca/nqXwQ/,,,News reports,Rachel Alexander,,
Bastrop Police Department,Bastrop,TX,,,,,22,25,,,WatchGuard,,,,"$40,000",Initial camera purchase.,http://www.statesman.com/news/news/local/bastrop-police-sheriffs-office-to-roll-out-body-ca/nqXwQ/,,,News reports,Rachel Alexander,,
Tool Police Department,Tool,TX,,,ACTIVE,,,,,,,,,,,,http://www.athensreview.com/news/local_news/tool-police-officers-equipped-with-body-cameras/article_85b7d4ac-ed53-11e5-87f4-339a00814479.html,,,News reports,Rachel Alexander,,
CLEARFIELD POLICE DEPT,Clearfield,UT,,,,,,,,,,,,,,,,,,BJS,,,
CLINTON POLICE DEPT,Clinton,UT,,,,,,,,,,,,,,,,,,BJS,,,
KANE COUNTY SHERIFFS OFFICE,Kanab,UT,,,,,,,,,,,,,,,,,,BJS,,,
KAYSVILLE POLICE DEPT,Kaysville,UT,,,,,,,,,,,,,,,,,,BJS,,,
LOGAN CITY POLICE DEPT,Logan,UT,,,,,,,,,,,,,,,,,,BJS,,,
MONTICELLO POLICE DEPT,Monticello,UT,,,,,,,,,,,,,,,,,,BJS,,,
MURRAY POLICE DEPT,Murray,UT,,,,,,,,,,,,,,,,,,BJS,,,
SANTA CLARA POLICE DEPT,Santa Clara,UT,,,,,,,,,,,,,,,,,,BJS,,,
SUMMIT COUNTY SHERIFFS DEPT,Park City,UT,,,,,,,,,,,,,,,,,,BJS,,,
SUNSET POLICE DEPT,Sunset,UT,,,,,,,,,,,,,,,,,,BJS,,,
TOOELE POLICE DEPT,Tooele,UT,,,,,,,,,,,,,,,,,,BJS,,,
UINTAH COUNTY SHERIFFS DEPT,Vernal,UT,,,,,,,,,,,,,,,,,,BJS,,,
Utah Department of Public Safety,Salt Lake City,UT,,,,,,,,,,,,,,,,,,BJS,,,
WEST JORDAN POLICE DEPT,West Jordan,UT,,,,,,,,,,,,,,,,,,BJS,,,
West Valley City Police Department,West Valley City,UT,,,,,,,,,,,,,,,http://www.sltrib.com/home/3464025-155/body-cam-bill-would-create-state-standards,,,News reports,,,
Salt Lake City Police Department,Salt Lake City,UT,,,,,,,,,,,,,,,http://www.sltrib.com/home/3464025-155/body-cam-bill-would-create-state-standards,,,News reports,,,
ALBEMARLE COUNTY DEPT,Charlottesville,VA,,,,,,,,,,,,,,,,,,BJS,,,
APPALACHIA POLICE DEPT,Appalachia,VA,,,,,,,,,,,,,,,,,,BJS,,,
ARLINGTON COUNTY POLICE DEPT,Arlington,VA,,,,,,,,,,,,,,,,,,BJS,,,
BLACKSBURG POLICE DEPT,Blacksburg,VA,,,,,,,,,,,,,,,,,,BJS,,,
BLUEFIELD POLICE DEPT,Bluefield,VA,,,,,,,,,,,,,,,,,,BJS,,,
BRISTOL POLICE DEPT,Bristol,VA,,,,,,,,,,,,,,,,,,BJS,,,
CHARLOTTESVILLE POLICE DEPT,Charlottesville,VA,,,,,,,,,,,,,,,,,,BJS,,,
CHESAPEAKE POLICE DEPT,Chesapeake,VA,,,,,,,,,,,,,,,,,,BJS,,,
CHINCOTEAGUE POLICE DEPT,Chincoteague,VA,,,,,,,,,,,,,,,,,,BJS,,,
CHRISTIANSBURG POLICE DEPT,Christiansburg,VA,,,,,,,,,,,,,,,,,,BJS,,,
DANVILLE POLICE DEPT,Danville,VA,,,,,,,,,,,,,,,,,,BJS,,,
HAMPTON POLICE DIVISION,Hampton,VA,,,,,,,,,,,,,,,,,,BJS,,,
HURT POLICE DEPT,Hurt,VA,,,,,,,,,,,,,,,,,,BJS,,,
JAMES CITY COUNTY POLICE DEPT,Williamsburg,VA,,,,,,,,,,,,,,,,,,BJS,,,
LOUDOUN COUNTY SHERIFFS OFFICE,Leesburg,VA,,,,,,,,,,,,,,,,,,BJS,,,
